route_id,delay_minutes
252H,6.923076923076923
252J,9.75
252K,9.0
252L,14.0
252N,7.0
252R,7.25
252RA,4.25
252U,6.25
252V,7.0
253,9.25
253A,8.5
253D,8.5
253E,11.0
253F,9.2
253HC,3.3333333333333335
253J,5.416666666666667
253M,6.0
253N,7.75
253P,12.333333333333334
253Q,8.0
253R,7.666666666666667
253T,6.0
253V,11.0
253W,7.5
254C,6.666666666666667
254D,5.0
254E,8.0
255,9.25
255A,6.2
255AA,7.75
255C,9.5
255D,6.25
255F,8.0
255H,11.5
255J,4.666666666666667
255K,9.5
256B,8.666666666666666
256C,9.0
257,4.714285714285714
257A,1.0
257B,13.0
257C,9.5
257D,8.333333333333334
257E,13.0
257G,6.555555555555555
257H,6.666666666666667
258A,11.0
258AB,6.666666666666667
258E,6.2
258K,7.666666666666667
258KA,7.0
258M,8.0
258MA,4.0
258P,7.5
258Q,5.5
258S,6.0
258SA,8.5
258SB,4.0
258SD,6.5
258TB,2.0
258V,5.0
258VB,6.666666666666667
258VC,11.0
258W,6.5
258Y,3.0
258YA,3.3333333333333335
25A,7.975609756097561
25B,5.285714285714286
25D,7.625
25F,8.833333333333334
25N,6.846153846153846
26,7.333333333333333
261,7.714285714285714
263,9.0
263A,9.142857142857142
263B,7.2
263E,8.7
263G,7.888888888888889
263H,6.333333333333333
263J,5.6
263P,9.142857142857142
263R,8.333333333333334
264,8.357142857142858
264A,7.842105263157895
265,8.943396226415095
265A,7.582089552238806
265B,7.076923076923077
265D,5.0
266,6.0
266A,6.75
266B,7.333333333333333
266C,6.25
266D,4.5
266E,9.75
266F,8.75
266G,7.8
266H,8.0
266K,8.0
266M,7.2
266Q,7.8
266R,6.333333333333333
267,7.076923076923077
267A,8.875
267B,5.285714285714286
267C,6.4
268,5.666666666666667
269,6.466666666666667
269A,7.5
269B,6.285714285714286
27,6.4
270,9.75
270A,7.0
270D,12.2
270G,7.2
270H,12.0
270HA,7.333333333333333
271,9.6
271A,8.571428571428571
271C,5.363636363636363
271D,9.277777777777779
271E,10.142857142857142
271F,8.7
271G,8.0
271H,5.8
271K,7.478260869565218
271P,8.4
271Q,7.962962962962963
271R,8.344827586206897
272B,8.6
272E,9.8
273,7.341463414634147
273B,6.75
273C,8.804347826086957
273E,5.75
273F,7.25
273H,8.166666666666666
273J,9.166666666666666
275,8.333333333333334
275A,5.375
275B,3.25
275C,8.285714285714286
275E,5.5
276,7.73394495412844
276C,7.944444444444445
276D,8.285714285714286
276E,8.5
276K,7.125
277,4.5
278,7.5
278A,9.875
278E,7.5
278K,7.285714285714286
279,6.714285714285714
279A,8.882352941176471
279C,7.8125
279E,7.611940298507463
279F,9.5
279H,5.333333333333333
27N,6.857142857142857
280,6.4
280A,6.875
280C,3.0
280E,6.2
280F,7.6
280L,12.5
280M,8.6
281C,4.0
281K,9.0
282B,5.666666666666667
282C,8.5
282D,4.0
282E,12.0
282G,6.333333333333333
283,6.666666666666667
283A,8.0
283B,4.25
284E,5.75
286,7.0
286A,7.3
286B,6.0
286D,8.5
286E,9.5
286F,7.5
286G,7.666666666666667
286H,7.2
287A,10.0
287D,7.625
287F,7.571428571428571
287G,7.875
287JA,7.833333333333333
287M,3.0
287N,7.666666666666667
287P,5.333333333333333
287Q,8.5
288,8.055555555555555
288A,7.625
288D,7.0
288H,7.5
288M,6.4
289,3.0
289C,6.5
289D,8.0
289E,5.166666666666667
289F,8.2
289H,5.75
289K,8.0
289M,7.5
29,8.0
290,7.138461538461539
290A,8.411764705882353
290B,8.392857142857142
290C,8.2
290D,7.75
290E,7.358974358974359
290F,7.153846153846154
290J,10.0
290K,6.76
290L,10.375
290N,9.615384615384615
290NA,11.0
290Q,5.956521739130435
290QA,7.4
290R,6.5
290RA,4.666666666666667
291,5.5
291A,8.3
291D,7.96875
291E,8.5
291G,7.892857142857143
291H,6.2727272727272725
291J,7.916666666666667
291K,6.666666666666667
291L,3.0
291M,7.636363636363637
291N,8.2
291R,5.75
292B,12.2
292C,7.222222222222222
292E,10.2
293,6.333333333333333
293A,10.5
293B,7.25
293C,7.0
293D,6.666666666666667
293H,9.5
293J,9.0
293K,8.333333333333334
293L,8.0
293M,11.0
293P,4.0
294A,6.8
294B,5.166666666666667
294D,7.0
294E,6.0
294F,10.75
295,7.777777777777778
295A,6.6
295C,6.916666666666667
295D,8.75
295E,3.0
296A,4.0
296B,6.8
296D,9.1
296F,7.75
296N,5.5
296Q,9.416666666666666
296T,4.25
297A,5.0
297B,5.0
297F,7.0
297H,10.0
297M,7.333333333333333
298C,9.0
298P,7.0
298PB,11.2
29E,5.714285714285714
2A,8.195121951219512
2B,7.142857142857143
2E,7.16
300,7.0
300A,5.333333333333333
300B,8.066666666666666
300D,7.631578947368421
300E,7.529411764705882
300F,8.76923076923077
300H,7.3
300L,7.6
300MB,6.0
300P,8.571428571428571
301,12.5
301D,10.5
301E,8.375
301F,4.0
301R,10.666666666666666
302A,7.571428571428571
302B,7.294117647058823
302C,2.0
302D,7.3076923076923075
302F,8.705882352941176
302K,7.0
302M,8.777777777777779
302N,8.333333333333334
303A,9.857142857142858
303B,5.0
303C,7.1
303D,8.333333333333334
303E,6.5
303F,7.222222222222222
304B,7.555555555555555
304E,7.25
304F,7.5
304M,4.666666666666667
304N,9.25
304NA,7.0
304Q,7.5
304S,11.666666666666666
304V,6.25
304Z,6.0
305B,9.666666666666666
305F,9.75
305G,8.333333333333334
305H,6.142857142857143
305K,6.5
305L,5.333333333333333
305NT,6.0
305P,8.0
305Q,11.0
305S,4.4
306,7.4
306D,9.333333333333334
306E,6.25
306G,11.0
306H,8.0
306K,6.25
306L,10.5
306M,7.5
306P,5.0
306Q,6.5
307B,4.0
308B,8.5
30E,3.0
310C,6.0
310E,7.142857142857143
311,7.8
311E,8.4
311F,6.5
311K,5.4
312A,5.2
313B,7.75
313C,8.777777777777779
313D,8.88888888888889
313E,7.75
313G,7.25
313T,10.5
313U,8.0
314,7.9411764705882355
314B,8.0
314C,8.0
314D,8.222222222222221
314E,7.333333333333333
314F,5.333333333333333
314G,6.0
314H,5.6
314K,11.0
314N,8.5
314P,5.826086956521739
314T,6.666666666666667
314X,7.5
315,6.357142857142857
315H,6.4
315L,6.384615384615385
315V,7.75
316B,8.363636363636363
316C,7.2
316D,6.0
316F,5.0
316G,6.333333333333333
316K,8.0
317D,8.333333333333334
317J,5.0
317K,8.0
317R,5.75
317S,10.5
317SA,6.666666666666667
317T,12.5
317W,4.0
317Y,9.25
317YA,8.333333333333334
317YD,8.333333333333334
319,5.0
319E,6.0
31A,8.0
31B,9.857142857142858
31E,7.722222222222222
320,7.222222222222222
320A,7.142857142857143
320H,5.666666666666667
320J,7.823529411764706
322,7.25
322A,5.333333333333333
322E,10.0
323B,8.333333333333334
323C,7.0
323F,6.75
323G,7.5
323L,7.25
323M,9.333333333333334
324E,8.5
325,6.8
325A,10.0
326C,7.5
327,7.7272727272727275
327A,4.25
327D,7.6
328C,8.125
328H,5.5
328HB,6.1
329H,9.0
329J,5.0
329L,4.333333333333333
33,7.0
330,8.882352941176471
330B,5.833333333333333
330D,5.857142857142857
330E,9.0
330G,5.583333333333333
331,7.857142857142857
331B,10.833333333333334
331E,5.666666666666667
333B,8.545454545454545
333D,8.222222222222221
333K,7.75
333Q,3.75
335,9.4
335B,6.714285714285714
335H,8.121951219512194
335K,12.0
336,7.923076923076923
336A,9.333333333333334
337,7.833333333333333
34,6.25
340K,4.8
340T,7.857142857142857
341E,5.2
342H,8.8
343,7.891891891891892
343B,11.0
343L,9.666666666666666
343M,9.6
344D,6.2
345,8.777777777777779
346,6.5
346B,9.0
346CA,6.0
346D,6.4
346E,8.0
346J,7.8
346P,10.75
346T,5.75
347,5.375
347A,8.4
347B,8.2
347C,5.5
347K,8.8
348B,3.0
348E,5.8
348H,8.4
348J,6.5
348L,5.6
349D,7.0
349E,9.25
349F,7.666666666666667
349J,6.666666666666667
349K,6.0
349M,2.0
34C,5.2
34F,7.142857142857143
34S,6.25
35,5.090909090909091
350,6.333333333333333
350G,5.333333333333333
350H,5.4
351C,8.0
351H,6.0
352,10.0
353,11.5
353A,9.25
353B,1.0
353E,8.0
354,13.5
354A,8.666666666666666
355D,4.0
355Q,9.5
356A,11.5
356B,7.5
356C,7.222222222222222
356CA,9.125
356CW,7.666666666666667
356E,9.0
356F,9.0
356H,9.75
356M,8.209302325581396
356Z,8.333333333333334
358A,6.0
360,8.407407407407407
360C,9.666666666666666
360E,9.0
360H,8.333333333333334
360M,7.333333333333333
360Q,8.0
361,7.714285714285714
361A,7.333333333333333
361B,1.0
361C,6.266666666666667
361K,8.666666666666666
362,6.5
362C,7.380952380952381
362F,6.0
362K,10.5
362S,8.333333333333334
363A,6.2
364,7.636363636363637
364A,8.052631578947368
364B,10.294117647058824
364C,10.5
364D,8.5
364G,8.777777777777779
365,7.444444444444445
365B,7.6
365D,7.71875
365E,9.0
365J,4.333333333333333
365N,6.857142857142857
365P,7.782608695652174
365Q,6.5
365R,7.25
365W,5.75
366,6.714285714285714
366B,6.0
366C,6.714285714285714
366G,6.269230769230769
366K,7.5
366KA,7.0
366M,6.571428571428571
366N,7.0
366P,12.5
366R,9.125
366T,8.333333333333334
366W,9.0
366X,11.0
366Z,8.23076923076923
367,6.8
367C,5.111111111111111
367CA,7.2
367D,7.0
368,8.916666666666666
368C,5.0
368D,12.0
368F,8.0
369,7.352941176470588
369B,6.133333333333334
369C,6.44
369D,7.615384615384615
369E,7.117647058823529
369F,7.25
369G,3.0
369J,7.0
369M,9.2
369N,7.611111111111111
369P,4.0
36A,7.0
36B,6.769230769230769
36D,7.428571428571429
36F,6.9
37,6.606060606060606
370,8.666666666666666
370A,6.333333333333333
370B,7.333333333333333
371A,5.666666666666667
371D,8.0
372A,9.0
372E,7.5
372G,9.666666666666666
372H,4.0
372J,6.666666666666667
373J,7.333333333333333
374,7.444444444444445
374C,8.333333333333334
374E,4.0
374F,8.5
374G,8.5
374K,7.117647058823529
374M,10.714285714285714
374MA,4.0
375,7.65
375B,11.285714285714286
377,10.0
377A,4.0
378-G,7.75
378A,7.6
378D,6.8
378H,5.666666666666667
378M,10.0
37B,7.333333333333333
37E,8.0
37F,8.714285714285714
380C,6.0
380E,7.2
380G,4.0
380H,9.0
380N,4.333333333333333
380P,1.0
381,8.0
381G,6.666666666666667
381J,7.0
382,5.0
382A,8.8
382D,9.5
383B,4.333333333333333
383C,2.0
398B,7.666666666666667
399,3.75
399E,8.2
3B,8.7
3E,8.0
3F,10.6
400,8.25
400A,6.75
400F,8.6
401,7.453333333333333
401A,6.161290322580645
401AC,4.5
401AE,5.333333333333333
401AG,9.0
401BA,8.8
401BC,9.8
401E,6.6
401J,8.0
401JA,9.75
401JC,3.25
401KC,5.428571428571429
401MA,4.857142857142857
401RC,5.142857142857143
401RD,7.8125
401W,9.0
401Z,8.0
402J,6.0
403B,9.5
407,6.071428571428571
407D,7.0
409A,6.5
410,6.864864864864865
410C,4.625
410D,6.0
410M,6.475
411B,7.5
411G,2.3333333333333335
411J,5.0
412A,6.166666666666667
414,5.75
415,8.369565217391305
415B,8.041666666666666
415D,6.625
415E,9.2
415F,7.3125
415G,6.375
415H,6.857142857142857
415J,6.1
43B,7.0
43C,7.9375
43E,7.1
43G,8.6
43H,7.888888888888889
43J,5.857142857142857
43M,5.0
44,7.8
45A,7.9
45B,7.035714285714286
45D,6.636363636363637
45E,8.68
45F,7.333333333333333
45J,6.444444444444445
47,5.666666666666667
49,8.3
49A,7.357142857142857
500,10.0
500A,7.52542372881356
500AB,6.76
500B,7.25
500C,7.421052631578948
500D,7.923809523809524
500DC,7.0
500H,9.0
500L,6.888888888888889
500QK,6.590909090909091
500T,8.107142857142858
500TA,4.75
501,9.2
501A,7.054054054054054
501B,8.88888888888889
501C,8.590909090909092
501F,7.08
501K,9.0
501L,12.0
501N,6.0
502,8.727272727272727
502A,7.0
502DA,4.75
502E,6.90625
502F,7.357142857142857
502H,6.979166666666667
502HA,3.6666666666666665
502HB,7.75
502HC,8.0
502M,3.3333333333333335
504B,9.0
504C,7.777777777777778
504E,7.125
506,11.0
506A,9.0
50A,9.0
510A,7.6875
54,9.083333333333334
54E,7.777777777777778
55B,6.967741935483871
56,5.904761904761905
57A,1.0
57B,8.875
58,7.75
59,6.666666666666667
59A,7.75
59B,3.0
59H,10.0
600,9.125
600-KD,6.142857142857143
600D,6.833333333333333
600FA,6.666666666666667
600FB,7.555555555555555
600FC,8.714285714285714
600KA,5.6
600KB,7.0
600QA,8.7
601,7.428571428571429
60B,8.0
60C,8.0
60E,5.954545454545454
60G,11.0
60J,8.5
60L,12.5
61,8.454545454545455
61A,8.125
61B,7.2727272727272725
61C,8.61111111111111
61D,7.5
61E,8.23076923076923
61F,7.571428571428571
61G,8.777777777777779
61J,7.641025641025641
61K,7.636363636363637
61M,6.833333333333333
63B,7.0
63E,8.8
65,7.0
65B,7.666666666666667
66,7.4
74,8.0
75C,13.666666666666666
75E,5.625
75H,7.0
76,14.0
77B,7.296296296296297
77C,6.111111111111111
77D,7.4
77E,7.771428571428571
77F,6.090909090909091
78A,8.2
78E,8.5
79A,10.8
79B,5.9
79D,6.636363636363637
79E,7.882352941176471
79F,7.666666666666667
79G,8.3
79H,2.6666666666666665
79J,8.666666666666666
79K,5.571428571428571
7D,5.833333333333333
7E,5.0
7F,12.0
80,6.769230769230769
80B,7.7368421052631575
80C,6.714285714285714
80D,7.833333333333333
80E,5.277777777777778
80G,8.6
80H,7.6875
80K,9.0
80L,4.5
80R,7.878787878787879
82,8.127272727272727
82A,8.01923076923077
82B,7.2
82C,6.0
83,7.25
83C,6.909090909090909
83D,7.071428571428571
84,3.0
86,7.0
86E,4.666666666666667
87A,8.157894736842104
88,7.2727272727272725
89,6.457142857142857
89A,8.851851851851851
89B,7.1
89C,5.916666666666667
89D,6.352941176470588
89E,6.2
89F,6.166666666666667
89H,8.8
90E,7.702702702702703
91,3.0
91F,7.666666666666667
92E,9.125
94C,7.625
94D,9.8
94E,7.285714285714286
95,6.2727272727272725
95A,9.241379310344827
95B,9.5
95D,2.0
95G,3.7142857142857144
96,7.990654205607477
96A,7.438095238095238
96B,7.857142857142857
96C,8.538461538461538
96E,7.0625
96G,7.638888888888889
96H,5.666666666666667
98C,7.857142857142857
98E,8.0
98F,10.333333333333334
99A,7.625
99B,7.725
AS-1,7.625
AS-10,6.733333333333333
AS-12,8.25
AS-15,9.8
AS-17,7.285714285714286
AS-18,7.666666666666667
AS-19,7.4375
AS-2,8.909090909090908
AS-3,8.833333333333334
AS-4,6.055555555555555
AS-6,7.258064516129032
AS-7,7.3125
AS-8,7.0625
BC-3A,7.025316455696203
BC-4A,5.0
BC-6,7.612903225806452
BC-7,6.566666666666666
BC-8A,6.7
BC-9B,8.433333333333334
BC-9D,8.076923076923077
BIGBLUE-3,8.0
CHAKRA-2,7.916666666666667
CHAKRA-2A,8.666666666666666
D-6,8.583333333333334
ELCFDR-3,7.117647058823529
FDR-1,6.64
FDR-2,7.375
FDR-7,8.0
FDR-8,7.333333333333333
G-11,8.2
G-2,6.527777777777778
G-3,7.663934426229508
G-4,7.396825396825397
G-5,6.3125
G-6,7.0
G-8,7.428571428571429
HS-4,7.1
JPV-10,7.722222222222222
K-2,6.517857142857143
KHC-1,9.5
MBS-11,7.5
MBS-12,8.8
MBS-14,8.583333333333334
MBS-17,6.166666666666667
MBS-2,6.583333333333333
MBS-24,7.333333333333333
MBS-5,8.375
MBS-6,6.6923076923076925
MBS-8,6.346153846153846
MBS-9,6.75
MF-1,8.21875
MF-10,8.463414634146341
MF-4,7.608695652173913
MF-5,7.666666666666667
MF-6,8.785714285714286
MF-7,6.901960784313726
MF-9,6.75
MP-10,7.59375
MP-2,8.75
MP-201RC,7.0
MP-265A,8.4
MP-362B,6.75
MP-45F,8.347826086956522
MP-501A,9.5
MP-60A,8.852941176470589
MP-96,7.821917808219178
MP-96A,7.658536585365853
MPAC-362C,8.066666666666666
NLMF-1,7.375
NLMF-2,8.5
PK-89A,6.111111111111111
TR-10,10.0
TR-2,8.8
TR-4A,8.285714285714286
TR-5,7.6
TR-6,8.176470588235293
TR-7,10.75
TR-8,9.4
V-195,8.333333333333334
V-2,7.166666666666667
V-215H,6.25
V-276G,6.333333333333333
V-316G,9.333333333333334
V-331G,7.5
V-333T,3.0
V-335EV,5.928571428571429
V-335T,8.333333333333334
V-342F,7.6
V-356C,7.738095238095238
V-360B,7.229508196721311
V-365V,8.68421052631579
V-375A,4.5
V-401RV,7.4375
V-45G,9.0
V-500BM,8.571428571428571
V-500CB,7.142857142857143
V-500D,7.0576923076923075
V-500KG,9.25
V-500KM,7.571428571428571
V-500P,3.8333333333333335
V-505A,6.7272727272727275
V-600CF,7.428571428571429
V-600K,8.25
V-600M,9.0
WFS-1,8.76
WFS-2,7.8
